ticket_id,customer_id,ticket_date,category,resolved,days_to_resolve
TKT01998,CUST0826,2023-01-04,Technical,1,6
TKT01999,CUST0826,2023-06-16,Feature Request,1,9
TKT02000,CUST0827,2022-10-14,Technical,1,6
TKT02001,CUST0827,2023-11-05,Onboarding,1,14
TKT02002,CUST0827,2023-05-10,Billing,1,14
TKT02003,CUST0830,2023-06-07,Feature Request,1,13
TKT02004,CUST0830,2023-02-24,Technical,0,
TKT02005,CUST0830,2023-07-01,Technical,0,
TKT02006,CUST0830,2023-06-22,Technical,0,
TKT02007,CUST0830,2023-04-25,Technical,1,8
TKT02008,CUST0830,2023-03-28,Technical,0,
TKT02009,CUST0830,2023-03-30,Technical,1,5
TKT02010,CUST0830,2023-04-09,Technical,1,5
TKT02011,CUST0833,2023-05-02,Bug Report,1,2
TKT02012,CUST0833,2023-10-07,Feature Request,1,3
TKT02013,CUST0834,2023-05-19,Technical,1,14
TKT02014,CUST0834,2023-07-05,Bug Report,1,7
TKT02015,CUST0834,2023-12-20,Billing,0,
TKT02016,CUST0834,2023-05-30,Onboarding,1,2
TKT02017,CUST0834,2023-10-30,Bug Report,1,4
TKT02018,CUST0834,2023-12-20,Technical,1,13
TKT02019,CUST0834,2023-12-26,Onboarding,1,2
TKT02020,CUST0834,2024-01-15,Bug Report,1,3
TKT02021,CUST0835,2022-09-12,Feature Request,0,
TKT02022,CUST0835,2022-09-12,Technical,1,3
TKT02023,CUST0836,2023-05-12,Billing,0,
TKT02024,CUST0836,2023-06-04,Onboarding,1,8
TKT02025,CUST0837,2023-09-01,Feature Request,1,12
TKT02026,CUST0837,2023-12-05,Feature Request,0,
TKT02027,CUST0838,2024-03-19,Bug Report,1,7
TKT02028,CUST0838,2024-02-05,Bug Report,1,10
TKT02029,CUST0838,2023-12-12,Feature Request,1,2
TKT02030,CUST0839,2024-01-28,Bug Report,1,5
TKT02031,CUST0840,2024-01-29,Onboarding,1,10
TKT02032,CUST0840,2023-08-21,Billing,1,3
TKT02033,CUST0840,2024-02-15,Onboarding,1,7
TKT02034,CUST0840,2024-01-28,Bug Report,1,10
TKT02035,CUST0840,2023-08-29,Onboarding,1,5
TKT02036,CUST0840,2023-06-09,Feature Request,0,
TKT02037,CUST0840,2023-12-30,Billing,1,9
TKT02038,CUST0840,2023-11-01,Billing,0,
TKT02039,CUST0842,2023-08-10,Technical,0,
TKT02040,CUST0842,2023-08-19,Feature Request,1,7
TKT02041,CUST0842,2024-03-12,Feature Request,1,14
TKT02042,CUST0843,2024-03-22,Feature Request,0,
TKT02043,CUST0843,2023-10-29,Bug Report,0,
TKT02044,CUST0843,2023-01-08,Billing,1,5
TKT02045,CUST0845,2024-02-29,Feature Request,1,8
TKT02046,CUST0845,2023-09-27,Onboarding,1,4
TKT02047,CUST0846,2023-09-29,Technical,1,1
TKT02048,CUST0847,2023-09-12,Feature Request,1,7
TKT02049,CUST0847,2024-03-17,Feature Request,1,9
TKT02050,CUST0848,2022-09-16,Bug Report,1,14
TKT02051,CUST0848,2023-06-23,Billing,1,13
TKT02052,CUST0848,2023-02-26,Technical,1,11
TKT02053,CUST0850,2023-01-15,Technical,1,14
TKT02054,CUST0851,2024-01-07,Bug Report,1,8
TKT02055,CUST0852,2023-07-11,Onboarding,1,11
TKT02056,CUST0852,2023-06-30,Billing,1,8
TKT02057,CUST0853,2023-09-24,Onboarding,0,
TKT02058,CUST0853,2023-01-13,Onboarding,1,11
TKT02059,CUST0854,2022-08-01,Technical,1,8
TKT02060,CUST0854,2022-08-26,Billing,1,6
TKT02061,CUST0854,2023-03-27,Bug Report,1,8
TKT02062,CUST0854,2023-05-02,Technical,1,1
TKT02063,CUST0854,2022-06-27,Billing,0,
TKT02064,CUST0854,2022-09-21,Onboarding,1,14
TKT02065,CUST0854,2022-12-29,Billing,1,4
TKT02066,CUST0854,2023-03-21,Bug Report,1,13
TKT02067,CUST0855,2024-02-22,Bug Report,1,10
TKT02068,CUST0855,2024-02-06,Onboarding,1,2
TKT02069,CUST0856,2022-10-18,Bug Report,0,
TKT02070,CUST0856,2022-08-02,Bug Report,1,8
TKT02071,CUST0856,2022-09-21,Bug Report,1,4
TKT02072,CUST0856,2022-10-21,Billing,1,9
TKT02073,CUST0857,2023-04-01,Onboarding,1,1
TKT02074,CUST0857,2024-02-28,Onboarding,1,7
TKT02075,CUST0857,2023-12-26,Feature Request,1,12
TKT02076,CUST0858,2024-02-18,Billing,1,4
TKT02077,CUST0859,2023-08-02,Onboarding,1,7
TKT02078,CUST0859,2023-03-22,Billing,1,12
TKT02079,CUST0859,2023-01-16,Onboarding,1,3
TKT02080,CUST0860,2022-06-09,Feature Request,0,
TKT02081,CUST0860,2022-03-29,Technical,0,
TKT02082,CUST0860,2023-04-22,Bug Report,1,4
TKT02083,CUST0860,2022-12-09,Billing,1,9
TKT02084,CUST0860,2022-06-04,Onboarding,1,10
TKT02085,CUST0860,2022-03-19,Billing,1,10
TKT02086,CUST0860,2022-07-01,Bug Report,1,12
TKT02087,CUST0860,2022-09-12,Feature Request,0,
TKT02088,CUST0861,2023-12-26,Bug Report,1,1
TKT02089,CUST0861,2023-07-29,Bug Report,0,
TKT02090,CUST0861,2023-04-10,Feature Request,1,10
TKT02091,CUST0861,2024-02-15,Bug Report,1,7
TKT02092,CUST0861,2023-06-16,Feature Request,0,
TKT02093,CUST0861,2024-03-12,Bug Report,1,4
TKT02094,CUST0861,2023-08-27,Onboarding,0,
TKT02095,CUST0861,2024-02-04,Feature Request,1,9
TKT02096,CUST0862,2023-01-06,Bug Report,1,2
TKT02097,CUST0862,2023-01-10,Bug Report,1,11
TKT02098,CUST0862,2022-12-30,Feature Request,1,1
TKT02099,CUST0862,2023-01-05,Onboarding,0,
TKT02100,CUST0864,2023-10-28,Billing,1,4
TKT02101,CUST0864,2023-09-30,Onboarding,1,13
TKT02102,CUST0865,2024-02-14,Technical,1,3
TKT02103,CUST0866,2023-07-30,Billing,1,12
TKT02104,CUST0866,2022-05-25,Billing,1,13
TKT02105,CUST0866,2023-02-03,Technical,1,13
TKT02106,CUST0867,2022-10-04,Technical,1,11
TKT02107,CUST0867,2023-02-05,Billing,1,9
TKT02108,CUST0867,2022-10-07,Onboarding,1,3
TKT02109,CUST0867,2023-02-01,Bug Report,1,3
TKT02110,CUST0867,2023-01-16,Billing,0,
TKT02111,CUST0867,2022-10-31,Billing,1,14
TKT02112,CUST0867,2023-04-05,Onboarding,0,
TKT02113,CUST0869,2023-04-14,Technical,1,14
TKT02114,CUST0869,2023-03-27,Bug Report,0,
TKT02115,CUST0869,2023-04-09,Bug Report,1,12
TKT02116,CUST0869,2023-04-04,Billing,0,
TKT02117,CUST0869,2023-04-16,Feature Request,1,12
TKT02118,CUST0869,2023-04-01,Technical,1,2
TKT02119,CUST0869,2023-03-31,Bug Report,1,8
TKT02120,CUST0870,2023-03-01,Bug Report,0,
TKT02121,CUST0870,2023-01-22,Technical,1,3
TKT02122,CUST0870,2023-05-15,Bug Report,1,13
TKT02123,CUST0870,2023-09-28,Onboarding,1,10
TKT02124,CUST0870,2023-01-30,Feature Request,1,13
TKT02125,CUST0870,2023-04-12,Billing,1,7
TKT02126,CUST0870,2023-04-05,Billing,1,11
TKT02127,CUST0872,2022-09-09,Onboarding,1,1
TKT02128,CUST0872,2022-11-28,Feature Request,1,6
TKT02129,CUST0873,2023-10-21,Billing,1,6
TKT02130,CUST0873,2023-09-30,Billing,1,6
TKT02131,CUST0874,2023-12-29,Onboarding,1,7
TKT02132,CUST0874,2023-12-21,Technical,1,13
TKT02133,CUST0875,2023-10-24,Feature Request,1,12
TKT02134,CUST0875,2024-02-17,Billing,1,8
TKT02135,CUST0876,2022-12-27,Technical,1,5
TKT02136,CUST0878,2022-09-26,Billing,0,
TKT02137,CUST0878,2023-02-01,Billing,1,8
TKT02138,CUST0878,2023-02-08,Bug Report,1,7
TKT02139,CUST0879,2024-02-11,Technical,1,3
TKT02140,CUST0879,2023-08-27,Technical,1,9
TKT02141,CUST0879,2024-01-13,Bug Report,1,9
TKT02142,CUST0880,2023-04-25,Bug Report,1,4
TKT02143,CUST0880,2023-04-23,Bug Report,1,6
TKT02144,CUST0880,2023-04-25,Billing,0,
TKT02145,CUST0880,2023-04-27,Technical,1,10
TKT02146,CUST0880,2023-05-07,Technical,0,
TKT02147,CUST0881,2024-01-16,Billing,1,7
TKT02148,CUST0881,2023-11-05,Billing,1,4
TKT02149,CUST0882,2024-03-26,Billing,1,5
TKT02150,CUST0882,2024-02-17,Billing,1,8
TKT02151,CUST0882,2023-10-01,Bug Report,0,
TKT02152,CUST0883,2024-01-04,Technical,1,12
TKT02153,CUST0883,2023-10-07,Feature Request,1,10
TKT02154,CUST0883,2024-03-26,Onboarding,1,12
TKT02155,CUST0885,2024-03-31,Technical,0,
TKT02156,CUST0887,2023-09-17,Technical,1,9
TKT02157,CUST0887,2023-08-30,Technical,1,3
TKT02158,CUST0887,2023-09-08,Onboarding,1,4
TKT02159,CUST0887,2023-08-21,Billing,0,
TKT02160,CUST0887,2023-09-14,Bug Report,1,6
TKT02161,CUST0888,2023-09-21,Feature Request,1,5
TKT02162,CUST0888,2023-07-06,Onboarding,0,
TKT02163,CUST0889,2023-09-02,Onboarding,1,14
TKT02164,CUST0890,2023-07-18,Technical,1,3
TKT02165,CUST0890,2024-01-28,Billing,1,8
TKT02166,CUST0890,2023-09-21,Billing,1,8
TKT02167,CUST0892,2023-11-01,Onboarding,1,13
TKT02168,CUST0892,2023-03-10,Feature Request,1,12
TKT02169,CUST0893,2023-08-19,Feature Request,0,
TKT02170,CUST0893,2023-01-20,Bug Report,1,5
TKT02171,CUST0894,2023-03-01,Billing,1,9
TKT02172,CUST0894,2023-07-05,Technical,1,13
TKT02173,CUST0895,2023-08-31,Technical,1,3
TKT02174,CUST0895,2023-09-16,Technical,1,9
TKT02175,CUST0896,2023-03-12,Onboarding,0,
TKT02176,CUST0896,2023-03-04,Technical,1,10
TKT02177,CUST0897,2023-07-02,Bug Report,0,
TKT02178,CUST0897,2023-11-07,Bug Report,1,14
TKT02179,CUST0897,2024-02-15,Onboarding,0,
TKT02180,CUST0898,2024-01-20,Billing,1,2
TKT02181,CUST0898,2023-09-30,Feature Request,1,10
TKT02182,CUST0898,2023-11-09,Bug Report,1,7
TKT02183,CUST0899,2023-12-27,Onboarding,1,5
TKT02184,CUST0899,2023-05-26,Onboarding,1,7
TKT02185,CUST0900,2023-05-11,Bug Report,0,
TKT02186,CUST0901,2023-02-15,Onboarding,1,2
TKT02187,CUST0902,2023-07-20,Billing,1,14
TKT02188,CUST0903,2023-01-07,Technical,1,10
TKT02189,CUST0903,2023-03-15,Technical,1,11
TKT02190,CUST0903,2022-11-23,Feature Request,1,3
TKT02191,CUST0903,2022-07-09,Technical,0,
TKT02192,CUST0903,2022-12-28,Billing,1,6
TKT02193,CUST0906,2024-01-07,Bug Report,1,11
TKT02194,CUST0906,2024-01-22,Bug Report,1,10
TKT02195,CUST0907,2023-10-20,Bug Report,1,7
TKT02196,CUST0907,2023-12-23,Feature Request,1,12
TKT02197,CUST0908,2022-08-20,Technical,1,8
TKT02198,CUST0908,2022-08-16,Onboarding,1,8
TKT02199,CUST0908,2022-08-21,Billing,1,1
TKT02200,CUST0908,2022-08-23,Onboarding,1,2
TKT02201,CUST0908,2022-09-04,Bug Report,1,6
TKT02202,CUST0908,2022-08-15,Onboarding,0,
TKT02203,CUST0909,2024-01-16,Onboarding,1,10
TKT02204,CUST0910,2022-07-11,Onboarding,1,11
TKT02205,CUST0910,2022-11-28,Technical,1,1
TKT02206,CUST0910,2022-12-06,Technical,1,1
TKT02207,CUST0911,2023-09-17,Billing,0,
TKT02208,CUST0912,2022-07-11,Billing,1,10
TKT02209,CUST0912,2023-09-05,Technical,0,
TKT02210,CUST0912,2023-07-20,Feature Request,0,
TKT02211,CUST0913,2022-05-31,Billing,1,12
TKT02212,CUST0913,2022-10-11,Technical,0,
TKT02213,CUST0913,2022-04-28,Technical,0,
TKT02214,CUST0913,2022-02-20,Bug Report,1,13
TKT02215,CUST0913,2022-11-23,Feature Request,1,14
TKT02216,CUST0913,2023-03-14,Onboarding,1,8
TKT02217,CUST0913,2022-11-15,Onboarding,1,3
TKT02218,CUST0914,2023-10-29,Feature Request,1,14
TKT02219,CUST0914,2023-12-19,Bug Report,1,8
TKT02220,CUST0915,2022-03-30,Technical,1,14
TKT02221,CUST0915,2022-04-08,Bug Report,1,7
TKT02222,CUST0915,2022-03-30,Feature Request,1,2
TKT02223,CUST0915,2022-03-25,Billing,1,4
TKT02224,CUST0916,2023-12-17,Bug Report,1,13
TKT02225,CUST0917,2023-03-13,Onboarding,1,14
TKT02226,CUST0917,2022-12-03,Bug Report,1,9
TKT02227,CUST0919,2023-01-02,Billing,1,9
TKT02228,CUST0922,2022-03-29,Bug Report,1,11
TKT02229,CUST0922,2022-06-20,Feature Request,1,10
TKT02230,CUST0922,2022-08-30,Feature Request,1,14
TKT02231,CUST0922,2022-07-07,Billing,1,5
TKT02232,CUST0922,2022-06-19,Billing,1,4
TKT02233,CUST0923,2023-06-24,Feature Request,1,6
TKT02234,CUST0927,2023-10-27,Bug Report,1,14
TKT02235,CUST0928,2023-10-12,Billing,1,10
TKT02236,CUST0928,2023-09-28,Feature Request,0,
TKT02237,CUST0928,2023-12-02,Onboarding,1,12
TKT02238,CUST0928,2024-01-18,Technical,1,13
TKT02239,CUST0928,2023-10-07,Technical,1,4
TKT02240,CUST0928,2023-11-30,Bug Report,1,10
TKT02241,CUST0928,2023-11-24,Technical,0,
TKT02242,CUST0928,2023-10-12,Bug Report,0,
TKT02243,CUST0929,2022-11-01,Feature Request,1,10
TKT02244,CUST0929,2023-10-06,Technical,1,11
TKT02245,CUST0931,2023-06-18,Onboarding,1,7
TKT02246,CUST0931,2022-10-26,Feature Request,1,11
TKT02247,CUST0932,2022-09-01,Feature Request,1,7
TKT02248,CUST0932,2022-11-02,Billing,0,
TKT02249,CUST0933,2023-09-06,Bug Report,1,10
TKT02250,CUST0933,2023-05-18,Billing,1,5
TKT02251,CUST0933,2022-12-10,Bug Report,1,12
TKT02252,CUST0933,2023-03-31,Bug Report,1,2
TKT02253,CUST0933,2023-05-06,Feature Request,1,14
TKT02254,CUST0933,2023-09-28,Onboarding,1,2
TKT02255,CUST0933,2023-07-19,Feature Request,1,10
TKT02256,CUST0934,2023-09-27,Bug Report,1,7
TKT02257,CUST0934,2022-12-28,Billing,0,
TKT02258,CUST0935,2023-05-12,Technical,1,11
TKT02259,CUST0935,2023-05-11,Bug Report,1,13
TKT02260,CUST0935,2023-04-23,Bug Report,1,7
TKT02261,CUST0935,2023-05-08,Feature Request,1,7
TKT02262,CUST0935,2023-05-04,Billing,1,10
TKT02263,CUST0935,2023-05-06,Billing,1,11
TKT02264,CUST0936,2023-10-12,Feature Request,1,10
TKT02265,CUST0937,2022-04-25,Technical,1,7
TKT02266,CUST0940,2022-11-09,Billing,1,10
TKT02267,CUST0940,2023-10-23,Onboarding,0,
TKT02268,CUST0940,2023-05-16,Feature Request,0,
TKT02269,CUST0940,2024-01-28,Feature Request,0,
TKT02270,CUST0940,2022-11-10,Billing,0,
TKT02271,CUST0940,2023-08-29,Onboarding,0,
TKT02272,CUST0940,2023-10-01,Feature Request,1,14
TKT02273,CUST0941,2023-06-28,Bug Report,1,13
TKT02274,CUST0941,2024-03-03,Bug Report,1,3
TKT02275,CUST0941,2023-06-30,Bug Report,1,11
TKT02276,CUST0942,2023-02-16,Technical,0,
TKT02277,CUST0942,2023-12-19,Bug Report,1,9
TKT02278,CUST0942,2023-03-22,Onboarding,1,5
TKT02279,CUST0942,2023-12-23,Bug Report,1,12
TKT02280,CUST0942,2023-06-22,Technical,1,8
TKT02281,CUST0942,2024-01-17,Feature Request,0,
TKT02282,CUST0942,2024-01-31,Billing,1,2
TKT02283,CUST0943,2023-01-24,Billing,0,
TKT02284,CUST0943,2022-07-19,Billing,1,13
TKT02285,CUST0943,2022-11-28,Onboarding,1,12
TKT02286,CUST0943,2022-11-20,Billing,1,6
TKT02287,CUST0943,2022-05-28,Technical,0,
TKT02288,CUST0944,2024-02-26,Feature Request,1,1
TKT02289,CUST0944,2022-07-28,Bug Report,0,
TKT02290,CUST0945,2023-05-27,Technical,1,7
TKT02291,CUST0946,2023-04-08,Feature Request,1,11
TKT02292,CUST0946,2023-03-04,Technical,1,9
TKT02293,CUST0946,2024-03-22,Onboarding,1,1
TKT02294,CUST0948,2023-06-24,Technical,1,3
TKT02295,CUST0950,2023-12-16,Feature Request,1,13
TKT02296,CUST0950,2024-02-10,Feature Request,1,14
TKT02297,CUST0951,2023-03-23,Bug Report,0,
TKT02298,CUST0951,2023-08-30,Onboarding,1,14
TKT02299,CUST0951,2023-11-17,Feature Request,1,8
TKT02300,CUST0952,2023-09-04,Feature Request,1,13
TKT02301,CUST0952,2023-03-25,Technical,1,10
TKT02302,CUST0952,2023-05-27,Billing,1,10
TKT02303,CUST0953,2024-01-29,Bug Report,1,9
TKT02304,CUST0954,2023-04-24,Feature Request,1,10
TKT02305,CUST0954,2023-11-08,Billing,1,3
TKT02306,CUST0954,2024-02-06,Technical,1,1
TKT02307,CUST0955,2023-04-08,Bug Report,1,14
TKT02308,CUST0955,2023-05-08,Onboarding,1,10
TKT02309,CUST0955,2023-05-04,Bug Report,0,
TKT02310,CUST0955,2023-05-19,Bug Report,1,12
TKT02311,CUST0955,2023-05-19,Feature Request,1,5
TKT02312,CUST0955,2023-03-28,Feature Request,1,1
TKT02313,CUST0955,2023-04-13,Technical,0,
TKT02314,CUST0955,2023-04-12,Bug Report,1,1
TKT02315,CUST0956,2023-07-29,Onboarding,1,13
TKT02316,CUST0956,2023-08-08,Billing,1,12
TKT02317,CUST0957,2023-06-25,Billing,1,13
TKT02318,CUST0957,2023-07-31,Technical,0,
TKT02319,CUST0957,2024-01-26,Billing,1,2
TKT02320,CUST0959,2024-03-17,Technical,0,
TKT02321,CUST0959,2024-03-26,Bug Report,1,4
TKT02322,CUST0959,2024-01-06,Feature Request,1,6
TKT02323,CUST0960,2023-12-07,Billing,1,6
TKT02324,CUST0960,2023-02-13,Feature Request,0,
TKT02325,CUST0961,2023-06-28,Billing,1,2
TKT02326,CUST0961,2023-08-18,Bug Report,1,4
TKT02327,CUST0962,2024-01-23,Billing,1,12
TKT02328,CUST0963,2023-05-02,Onboarding,1,5
TKT02329,CUST0963,2024-03-06,Technical,1,4
TKT02330,CUST0964,2023-02-23,Billing,1,1
TKT02331,CUST0964,2023-01-26,Feature Request,1,12
TKT02332,CUST0964,2022-03-27,Bug Report,1,8
TKT02333,CUST0964,2022-12-07,Bug Report,0,
TKT02334,CUST0964,2022-11-30,Bug Report,1,6
TKT02335,CUST0964,2022-08-20,Technical,0,
TKT02336,CUST0964,2022-12-25,Bug Report,1,1
TKT02337,CUST0965,2024-01-24,Billing,1,8
TKT02338,CUST0965,2022-10-21,Feature Request,0,
TKT02339,CUST0965,2023-11-05,Billing,1,13
TKT02340,CUST0967,2024-03-22,Billing,1,11
TKT02341,CUST0967,2023-11-14,Onboarding,1,12
TKT02342,CUST0968,2024-01-22,Technical,1,8
TKT02343,CUST0969,2023-09-23,Onboarding,1,2
TKT02344,CUST0969,2023-11-07,Feature Request,1,12
TKT02345,CUST0969,2024-02-24,Technical,1,4
TKT02346,CUST0970,2024-01-23,Feature Request,1,9
TKT02347,CUST0970,2023-09-08,Technical,1,12
TKT02348,CUST0974,2023-12-22,Technical,1,8
TKT02349,CUST0974,2023-05-23,Bug Report,1,12
TKT02350,CUST0974,2023-07-19,Billing,1,7
TKT02351,CUST0975,2022-06-13,Technical,1,13
TKT02352,CUST0975,2022-08-21,Bug Report,1,11
TKT02353,CUST0975,2022-08-18,Bug Report,1,2
TKT02354,CUST0975,2022-06-26,Feature Request,1,8
TKT02355,CUST0975,2022-07-09,Technical,1,7
TKT02356,CUST0975,2022-07-01,Feature Request,0,
TKT02357,CUST0975,2022-07-25,Onboarding,1,11
TKT02358,CUST0975,2022-07-04,Bug Report,0,
TKT02359,CUST0977,2023-10-26,Onboarding,1,11
TKT02360,CUST0977,2023-12-01,Onboarding,1,13
TKT02361,CUST0978,2022-04-14,Technical,0,
TKT02362,CUST0978,2024-02-21,Technical,0,
TKT02363,CUST0978,2024-03-14,Bug Report,1,13
TKT02364,CUST0979,2022-10-25,Feature Request,1,12
TKT02365,CUST0979,2022-10-20,Billing,1,10
TKT02366,CUST0980,2022-11-02,Billing,1,13
TKT02367,CUST0980,2023-10-23,Technical,0,
TKT02368,CUST0981,2022-12-14,Onboarding,1,14
TKT02369,CUST0981,2024-03-25,Feature Request,1,4
TKT02370,CUST0981,2024-02-14,Billing,0,
TKT02371,CUST0983,2023-11-18,Feature Request,0,
TKT02372,CUST0983,2023-12-10,Billing,1,2
TKT02373,CUST0985,2024-03-21,Bug Report,1,6
TKT02374,CUST0986,2023-07-19,Bug Report,0,
TKT02375,CUST0987,2023-06-25,Technical,1,2
TKT02376,CUST0987,2023-02-24,Technical,1,10
TKT02377,CUST0989,2024-03-25,Feature Request,0,
TKT02378,CUST0989,2024-01-10,Billing,1,5
TKT02379,CUST0989,2023-05-30,Bug Report,0,
TKT02380,CUST0990,2023-11-23,Billing,0,
TKT02381,CUST0990,2023-08-08,Technical,1,11
TKT02382,CUST0992,2023-09-16,Bug Report,1,9
TKT02383,CUST0993,2023-11-09,Technical,1,1
TKT02384,CUST0993,2023-07-22,Feature Request,1,6
TKT02385,CUST0993,2023-07-29,Onboarding,1,4
TKT02386,CUST0993,2023-12-28,Feature Request,1,9
TKT02387,CUST0993,2023-09-17,Feature Request,1,13
TKT02388,CUST0993,2023-11-25,Billing,1,2
TKT02389,CUST0995,2022-08-25,Billing,1,6
TKT02390,CUST0995,2024-01-06,Bug Report,1,8
TKT02391,CUST0996,2023-08-10,Technical,1,1
TKT02392,CUST0996,2023-08-02,Bug Report,0,
TKT02393,CUST0996,2023-07-31,Bug Report,1,5
TKT02394,CUST0997,2024-01-28,Technical,1,12
TKT02395,CUST0997,2023-09-16,Billing,1,11
TKT02396,CUST0997,2023-09-17,Feature Request,0,
TKT02397,CUST0998,2022-08-07,Bug Report,1,12
TKT02398,CUST0998,2022-04-30,Bug Report,1,8
TKT02399,CUST0999,2023-03-24,Onboarding,1,13
TKT02400,CUST0999,2022-09-10,Feature Request,0,
TKT02401,CUST0999,2023-05-04,Billing,1,4
TKT02402,CUST0999,2022-07-21,Onboarding,1,10
TKT02403,CUST1000,2023-07-19,Billing,1,7
TKT02404,CUST1000,2023-10-11,Onboarding,1,14
TKT02405,CUST1000,2022-12-07,Technical,1,8
